63 153 9 111 5 5 25 3 1 24 3 12 11 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 2 2 0 0 1 0 0 0 0 1 22 7 9 1 0 0 0 2 5 2 0 0 0 0 4 0 0 3 1 1 0 0 0 0 1 0 5 0 1 1 1 0 1 0 0 0 0 0 0 3 1 0 1 45 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 0 0 2 0 0 1 1 0 4
0 440 82 92 184 3 155 19 25 19 48 4 23 20 2 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 149 5 0 0 1 0 5 0 0 0 0 3 0 1 0 0 6 5 1 0 0 0 0 0 3 6 31 21 9 4 0 1 0 10 4 0 1 1 0 0 3 0 0 25 8 3 3 1 1 8 0 7 5 0 8 2 2 0 1 0 2 3 1 0 0 3 0 0 0 49 1 0 3 3 1 3 0 2 1 0 1 5 3 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 4 1 21 9 37 5 0 0 0 0 0 1 1 2 15 1 11 2 0 0 2 0 0 6 1 3 0 1 6 17
0 0 121 1 39 4 4 102 11 2 61 1 13 15 1 0 0 1 0 2 4 0 1 0 1 0 1 2 0 0 81 44 2 0 1 1 4 0 0 0 0 2 0 0 0 0 7 0 0 2 2 0 0 1 0 1 19 17 5 0 2 1 0 7 3 1 2 0 1 2 5 0 0 3 5 3 0 4 13 45 5 14 6 0 5 0 0 0 0 0 0 1 7 0 0 3 2 0 3 2 4 0 1 0 4 3 1 0 2 0 1 5 2 6 4 1 3 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 4 1 0 0 1 1 0 3 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 6 2 1 0 0 0 0 0 0 1 2 1 0 1 0 0 0 3 0 1 1 0 0 0 0 0 0 0 0 0 0 0 3 1 0 1 0 0 0 6 1 0 0 0 0 1 0 0 2 5 2 1 0 1 2 1 2 0 4 0 1 1 0 5 3
0 0 0 182 6 29 56 1 2 79 1 25 43 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 2 4 14 3 10 0 0 0 0 1 0 1 1 0 0 0 3 0 0 2 2 1 1 0 0 1 0 0 7 0 4 1 0 0 1 0 3 0 0 0 0 3 2 0 0 22 1 0 0 0 1 1 0 1 1 1 0 0 2 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 5 0 7 0 0 0 0 0 0 1 0 0 1 0 1 6
0 0 0 0 350 1 156 23 184 2 132 0 19 33 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 5 5 1 0 3 0 0 0 2 1 2 0 0 0 0 1 0 0 5 0 1 0 1 0 2 0 0 1 0 5 1 0 0 0 0 2 0 0 1 0 1 0 0 0 2 0 0 1 0 0 2 1 1 1 1 2 1 1 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 1 2 0 0 1 0 0 0 4 0 2 1 0 1 4
0 0 0 0 0 9 7 1 1 44 0 21 17 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 4 0 1 0 0 0 0 0 0 0 1 0 0 0 0 6 0 0 0 1 4 0 1 0 0 0 0 0 0 2 0 1 0 0 16 4 3 0 0 0 1 0 0 3 0 0 0 0 2 0 1 1 2 5 0 2 0 0 0 13 6 0 0 12 0 0 0 0 1 0 1 1 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 250 6 211 61 26 9 257 113 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4 0 1 1 2 0 0 0 0 3 7 5 4 3 0 0 0 5 4 2 1 2 0 1 1 0 0 6 6 4 2 0 0 2 0 1 10 0 8 1 3 0 4 0 2 2 0 0 0 0 0 0 0 6 2 0 1 2 0 8 1 3 1 3 3 9 13 15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 4 0 1 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 2 0 0 0 8 3 0 0 0 0 0 0 0 1 12 2 11 4 0 2 0 1 0 4 0 0 3 0 6 5
0 0 0 0 0 0 0 90 18 0 102 0 14 25 7 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 18 22 2 0 0 0 2 1 0 1 0 2 0 0 0 1 2 1 0 0 0 0 0 0 0 0 5 3 0 1 1 2 0 2 1 0 1 0 0 0 1 0 0 10 2 4 2 5 38 66 0 11 4 0 5 2 0 0 3 0 1 0 6 2 0 1 0 0 0 3 2 0 0 0 1 3 1 2 0 4 3 8 1 5 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 8 4 2 3 0 0 1 0 0 2 0 0 1 0 3 5
0 0 0 0 0 0 0 0 212 2 115 0 45 145 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 1 0 1 0 0 0 0 1 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 2 2 0 0 0 1 2 0 0 1 1 0 1 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 2 0 2 1 0 3 2
0 0 0 0 0 0 0 0 0 197 3 145 187 10 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 0 0 0 1 4 0 0 0 0 1 0 0 0 2 8 3 10 0 1 0 0 1 1 1 0 0 0 0 25 0 0 4 0 0 1 0 0 1 0 0 2 0 2 1 1 0 1 0 0 0 1 0 0 30 5 1 0 26 0 1 1 0 1 1 2 1 6 2 4 4 10 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 4 0 21 1 0 0 1 1 0 0 0 3 0 2 3 3
